competition,season,round,date,kickoff_time,home_team,away_team,home_score,away_score,ht_home_score,ht_away_score,winner,home_goals_minutes,away_goals_minutes,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_xg,away_xg,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_possession,away_possession,source_name,source_url,secondary_source_url,collected_at,confidence
Brasileirão Série B,2026,16,2026-07-05,19:00,Náutico,Juventude,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,16,2026-07-06,,Botafogo-SP,Avaí,3,1,,,Botafogo-SP,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,16,2026-07-06,,Vila Nova,São Bernardo,2,1,,,Vila Nova,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,16,2026-07-07,20:00,Athletic Club,Operário-PR,0,1,,,Operário-PR,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,17,2026-07-08,20:00,Ponte Preta,Criciúma,1,2,,,Criciúma,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,17,2026-07-10,19:00,Juventude,Vila Nova,1,0,,,Juventude,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,17,2026-07-10,20:00,Sport,Botafogo-SP,3,3,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,17,2026-07-12,11:00,Operário-PR,Novorizontino,2,1,,,Operário-PR,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,17,2026-07-12,16:00,Avaí,Náutico,2,0,,,Avaí,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,17,2026-07-12,,São Bernardo,Cuiabá,2,2,2,2,DRAW,7|45+1,12|29(OG),11,9,3,3,0.74,0.25,,,,,,,73,27,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,17,2026-07-12,18:00,Atlético-GO,Fortaleza,1,0,,,Atlético-GO,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,17,2026-07-12,19:00,CRB,Goiás,2,2,0,2,DRAW,70|74(PEN),39|45(PEN),21,4,4,2,1.75,0.89,,,,,,,47,53,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,17,2026-07-13,,América-MG,Londrina,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,17,2026-07-13,20:30,Ceará,Athletic Club,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,18,2026-07-16,20:00,CRB,Náutico,2,1,,,CRB,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,18,2026-07-17,19:00,América-MG,Ceará,1,1,0,0,DRAW,67,89,12,11,4,3,1.2,0.67,,,,,,,60,40,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,18,2026-07-17,,Juventude,Cuiabá,2,0,,,Juventude,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,18,2026-07-17,,São Bernardo,Avaí,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,18,2026-07-17,21:00,Fortaleza,Novorizontino,1,0,,,Fortaleza,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,18,2026-07-18,16:00,Criciúma,Vila Nova,2,0,,,Criciúma,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,18,2026-07-18,,Ponte Preta,Goiás,1,2,,,Goiás,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,18,2026-07-18,,Sport,Operário-PR,2,2,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,18,2026-07-18,19:00,Atlético-GO,Athletic Club,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,18,2026-07-18,20:00,Londrina,Botafogo-SP,0,0,0,0,DRAW,,,22,5,5,0,0.92,0.32,,,,,,,57,43,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,19,2026-07-21,19:30,Avaí,América-MG,2,1,0,1,Avaí,87(PEN)|88,39,10,8,4,6,1.81,0.77,,,,,,,49,51,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,19,2026-07-21,,Novorizontino,Criciúma,0,1,,,Criciúma,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,19,2026-07-21,21:35,Vila Nova,Fortaleza,2,1,,,Vila Nova,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,19,2026-07-22,19:30,Ceará,CRB,0,1,,,CRB,,,20,12,6,3,0.79,1.3,,,,,,,52,48,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,19,2026-07-22,,Operário-PR,Ponte Preta,3,2,,,Operário-PR,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,19,2026-07-22,20:30,Goiás,Sport,1,1,,,DRAW,,,,,,,0.54,0.26,,,,,,,57,43,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,19,2026-07-22,21:30,Náutico,Londrina,2,1,,,Náutico,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,19,2026-07-23,19:30,Athletic Club,São Bernardo,2,1,1,1,Athletic Club,2|63,26,10,21,5,11,0.69,1.81,,,,,,,39,61,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,19,2026-07-23,20:30,Cuiabá,Atlético-GO,0,1,,,Atlético-GO,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,19,2026-07-23,21:30,Botafogo-SP,Juventude,4,2,,,Botafogo-SP,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,20,2026-07-26,16:00,Criciúma,Náutico,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,20,2026-07-26,,São Bernardo,Ceará,3,4,,,Ceará,,,19,17,5,8,1.45,0.96,,,,,,,54,46,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,20,2026-07-26,18:30,América-MG,Goiás,1,0,,,América-MG,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,20,2026-07-26,,Londrina,Novorizontino,1,4,,,Novorizontino,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,20,2026-07-27,19:30,Atlético-GO,Operário-PR,3,1,,,Atlético-GO,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,20,2026-07-27,,CRB,Vila Nova,2,0,,,CRB,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,20,2026-07-27,,Sport,Cuiabá,1,1,0,0,DRAW,53,75,17,10,3,3,0.65,0.63,,,,,,,68,32,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,20,2026-07-28,,Juventude,Avaí,1,0,,,Juventude,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,20,2026-07-28,,Ponte Preta,Athletic Club,1,1,,,DRAW,,,14,12,6,4,0.92,1.77,,,,,,,54,46,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,20,2026-07-28,21:35,Fortaleza,Botafogo-SP,1,0,,,Fortaleza,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,21,2026-08-07,19:30,Operário-PR,São Bernardo,1,3,,,São Bernardo,,,22,15,6,6,1.51,1.67,,,,,,,63,37,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,21,2026-08-07,20:30,Ceará,Ponte Preta,2,0,,,Ceará,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,21,2026-08-08,16:00,Vila Nova,Sport,0,1,,,Sport,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,21,2026-08-08,18:30,Botafogo-SP,América-MG,2,1,,,Botafogo-SP,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,21,2026-08-09,11:00,Athletic Club,Criciúma,2,0,,,Athletic Club,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,21,2026-08-09,16:00,Novorizontino,Juventude,0,1,,,Juventude,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,21,2026-08-09,,Náutico,Atlético-GO,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,21,2026-08-09,18:00,Cuiabá,Fortaleza,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,21,2026-08-10,19:30,Goiás,Londrina,1,0,1,0,Goiás,19,,14,16,5,4,1.34,0.78,,,,,,,55,45,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,21,2026-08-11,,Avaí,CRB,0,1,,,CRB,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,22,2026-08-14,19:00,São Bernardo,Botafogo-SP,0,1,,,Botafogo-SP,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,22,2026-08-14,19:30,Ponte Preta,Náutico,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,22,2026-08-14,20:30,Sport,Londrina,2,1,,,Sport,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,22,2026-08-15,16:00,Atlético-GO,Vila Nova,0,2,,,Vila Nova,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,22,2026-08-15,,Criciúma,Goiás,1,0,,,Criciúma,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,22,2026-08-15,18:30,Ceará,Cuiabá,1,3,,,Cuiabá,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,22,2026-08-15,,Juventude,Fortaleza,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,22,2026-08-16,11:00,Operário-PR,Avaí,1,2,,,Avaí,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,22,2026-08-16,18:30,América-MG,Athletic Club,1,3,,,Athletic Club,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,22,2026-08-16,,CRB,Novorizontino,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,23,2026-08-18,19:30,Londrina,Atlético-GO,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,23,2026-08-18,21:30,Náutico,Ceará,1,0,,,Náutico,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,23,2026-08-18,21:35,Goiás,Juventude,0,1,,,Juventude,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,23,2026-08-19,19:30,Avaí,Sport,2,1,,,Avaí,,,19,13,3,4,1.51,0.48,,,,,,,38,62,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,23,2026-08-19,,Fortaleza,São Bernardo,1,1,1,1,DRAW,32,43,24,14,5,5,2.11,0.93,,,,,,,51,49,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,23,2026-08-19,20:30,Cuiabá,Operário-PR,1,0,,,Cuiabá,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,23,2026-08-19,,Vila Nova,Ponte Preta,6,0,,,Vila Nova,,,25,4,15,2,3.74,0.31,,,,,,,64,36,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,23,2026-08-19,21:30,Botafogo-SP,Criciúma,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,23,2026-08-20,19:30,Athletic Club,CRB,0,2,,,CRB,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,23,2026-08-20,20:30,Novorizontino,América-MG,3,0,,,Novorizontino,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,24,2026-08-22,18:00,Ceará,Londrina,2,1,,,Ceará,,,13,12,5,4,0.65,1.24,,,,,,,49,51,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,24,2026-08-22,18:30,Cuiabá,Goiás,1,1,,,DRAW,,,26,5,7,2,2.34,0.46,,,,,,,55,45,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,24,2026-08-23,16:00,Ponte Preta,Avaí,0,2,,,Avaí,,,11,16,2,4,0.43,1.63,,,,,,,62,38,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,24,2026-08-23,,São Bernardo,Náutico,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
